LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Garrett,06,01A,003-001,GREEN,1,0,0,0,1
Garrett,06,01A,003-001,LIBERTARIAN,2,0,0,0,8
Garrett,06,01A,003-001,OTHER PARTIES,3,0,0,0,7
Garrett,06,01A,003-001,REPUBLICAN,474,148,63,19,1174
Garrett,06,01A,003-001,UNAFFILIATED,55,8,12,5,264
Garrett,06,01A,003-001,WORKING CLASS PARTY,1,0,0,0,3
Garrett,06,01A,003-002,DEMOCRATIC,24,19,24,0,101
Garrett,06,01A,003-002,GREEN,0,0,0,0,0
Garrett,06,01A,003-002,LIBERTARIAN,0,0,0,0,3
Garrett,06,01A,003-002,OTHER PARTIES,3,0,1,0,9
Garrett,06,01A,003-002,REPUBLICAN,131,43,12,0,344
Garrett,06,01A,003-002,UNAFFILIATED,12,10,4,0,72
Garrett,06,01A,003-002,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,004-000,DEMOCRATIC,14,5,6,0,71
Garrett,06,01A,004-000,GREEN,0,0,0,0,0
Garrett,06,01A,004-000,LIBERTARIAN,0,0,0,0,3
Garrett,06,01A,004-000,OTHER PARTIES,0,0,0,0,2
Garrett,06,01A,004-000,REPUBLICAN,178,18,15,1,346
Garrett,06,01A,004-000,UNAFFILIATED,18,2,1,0,75
Garrett,06,01A,004-000,WORKING CLASS PARTY,0,0,0,0,1
Garrett,06,01A,005-000,DEMOCRATIC,80,19,51,3,245
Garrett,06,01A,005-000,GREEN,0,0,0,0,0
Garrett,06,01A,005-000,LIBERTARIAN,1,0,0,0,3
Garrett,06,01A,005-000,OTHER PARTIES,3,2,0,0,13
Garrett,06,01A,005-000,REPUBLICAN,413,95,70,4,935
Garrett,06,01A,005-000,UNAFFILIATED,51,6,12,0,194
Garrett,06,01A,005-000,WORKING CLASS PARTY,0,0,0,0,1
Garrett,06,01A,006-000,DEMOCRATIC,107,40,81,5,360
Garrett,06,01A,006-000,GREEN,1,0,0,0,4
Garrett,06,01A,006-000,LIBERTARIAN,4,1,2,0,13
Garrett,06,01A,006-000,OTHER PARTIES,4,1,0,0,14
Garrett,06,01A,006-000,REPUBLICAN,397,138,86,9,978
Garrett,06,01A,006-000,UNAFFILIATED,53,21,17,5,241
Garrett,06,01A,006-000,WORKING CLASS PARTY,0,0,1,0,1
Garrett,06,01A,007-000,DEMOCRATIC,54,61,55,3,327
Garrett,06,01A,007-000,GREEN,0,0,2,0,4
Garrett,06,01A,007-000,LIBERTARIAN,5,1,0,0,14
Garrett,06,01A,007-000,OTHER PARTIES,2,3,0,0,14
Garrett,06,01A,007-000,REPUBLICAN,353,190,79,21,1013
Garrett,06,01A,007-000,UNAFFILIATED,42,26,20,7,229
Garrett,06,01A,007-000,WORKING CLASS PARTY,0,0,0,0,2
Garrett,06,01A,008-001,DEMOCRATIC,12,8,10,1,75
Garrett,06,01A,008-001,GREEN,0,0,0,0,2
Garrett,06,01A,008-001,LIBERTARIAN,0,0,0,0,1
Garrett,06,01A,008-001,OTHER PARTIES,2,2,0,0,4
Garrett,06,01A,008-001,REPUBLICAN,147,36,25,1,390
Garrett,06,01A,008-001,UNAFFILIATED,11,1,3,0,52
Garrett,06,01A,008-001,WORKING CLASS PARTY,0,0,0,0,1
Garrett,06,01A,008-002,DEMOCRATIC,16,7,11,0,64
Garrett,06,01A,008-002,GREEN,0,0,0,0,1
Garrett,06,01A,008-002,LIBERTARIAN,0,0,0,0,3
Garrett,06,01A,008-002,OTHER PARTIES,1,2,2,0,9
Garrett,06,01A,008-002,REPUBLICAN,199,53,20,0,432
Garrett,06,01A,008-002,UNAFFILIATED,7,0,6,0,50
Garrett,06,01A,008-002,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,009-000,DEMOCRATIC,50,5,32,0,161
Garrett,06,01A,009-000,GREEN,0,0,0,0,1
Garrett,06,01A,009-000,LIBERTARIAN,2,1,0,0,6
Garrett,06,01A,009-000,OTHER PARTIES,2,1,1,0,7
Garrett,06,01A,009-000,REPUBLICAN,294,29,28,2,597
Garrett,06,01A,009-000,UNAFFILIATED,35,6,3,0,131
Garrett,06,01A,009-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,010-000,DEMOCRATIC,64,45,64,2,306
Garrett,06,01A,010-000,GREEN,0,0,1,0,2
Garrett,06,01A,010-000,LIBERTARIAN,6,0,2,0,16
Garrett,06,01A,010-000,OTHER PARTIES,2,2,0,0,14
Garrett,06,01A,010-000,REPUBLICAN,398,129,59,1,975
Garrett,06,01A,010-000,UNAFFILIATED,44,12,10,1,190
Garrett,06,01A,010-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,011-000,DEMOCRATIC,4,0,3,0,13
Garrett,06,01A,011-000,GREEN,0,0,0,0,0
Garrett,06,01A,011-000,LIBERTARIAN,0,0,0,0,0
Garrett,06,01A,011-000,OTHER PARTIES,0,0,0,0,1
Garrett,06,01A,011-000,REPUBLICAN,43,2,7,0,71
Garrett,06,01A,011-000,UNAFFILIATED,5,2,1,0,13
Garrett,06,01A,011-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,012-000,DEMOCRATIC,13,6,19,0,72
Garrett,06,01A,012-000,GREEN,0,0,0,0,0
Garrett,06,01A,012-000,LIBERTARIAN,0,1,1,0,2
Garrett,06,01A,012-000,OTHER PARTIES,3,0,0,0,3
Garrett,06,01A,012-000,REPUBLICAN,197,31,14,4,419
Garrett,06,01A,012-000,UNAFFILIATED,18,4,6,2,86
Garrett,06,01A,012-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,013-000,DEMOCRATIC,40,4,8,0,107
Garrett,06,01A,013-000,GREEN,0,0,0,0,0
Garrett,06,01A,013-000,LIBERTARIAN,0,0,0,0,0
Garrett,06,01A,013-000,OTHER PARTIES,0,1,0,0,2
Garrett,06,01A,013-000,REPUBLICAN,108,14,10,1,251
Garrett,06,01A,013-000,UNAFFILIATED,10,2,0,0,42
Garrett,06,01A,013-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,014-001,DEMOCRATIC,77,74,86,4,382
Garrett,06,01A,014-001,GREEN,1,0,1,0,3
Garrett,06,01A,014-001,LIBERTARIAN,3,0,0,1,6
Garrett,06,01A,014-001,OTHER PARTIES,3,2,0,0,13
Garrett,06,01A,014-001,REPUBLICAN,482,315,110,5,1469
Garrett,06,01A,014-001,UNAFFILIATED,51,27,10,1,287
Garrett,06,01A,014-001,WORKING CLASS PARTY,0,0,0,0,2
Garrett,06,01A,014-002,DEMOCRATIC,32,8,25,1,127
Garrett,06,01A,014-002,GREEN,1,0,0,0,2
Garrett,06,01A,014-002,LIBERTARIAN,2,0,0,0,5
Garrett,06,01A,014-002,OTHER PARTIES,2,1,0,0,13
Garrett,06,01A,014-002,REPUBLICAN,291,55,34,3,650
Garrett,06,01A,014-002,UNAFFILIATED,32,8,3,0,128
Garrett,06,01A,014-002,WORKING CLASS PARTY,0,0,0,0,2
Garrett,06,01A,015-000,DEMOCRATIC,33,7,13,2,88
Garrett,06,01A,015-000,GREEN,0,0,0,0,0
Garrett,06,01A,015-000,LIBERTARIAN,0,0,1,0,1
Garrett,06,01A,015-000,OTHER PARTIES,0,0,0,0,0
Garrett,06,01A,015-000,REPUBLICAN,162,18,14,0,278
Garrett,06,01A,015-000,UNAFFILIATED,20,1,0,0,46
Garrett,06,01A,015-000,WORKING CLASS PARTY,0,0,0,0,0
Garrett,06,01A,016-000,DEMOCRATIC,81,72,71,0,417
Garrett,06,01A,016-000,GREEN,0,0,0,0,1
Garrett,06,01A,016-000,LIBERTARIAN,4,1,0,0,11
Garrett,06,01A,016-000,OTHER PARTIES,2,0,2,0,11
Garrett,06,01A,016-000,REPUBLICAN,560,248,87,5,1552
Garrett,06,01A,016-000,UNAFFILIATED,56,22,9,2,323
Garrett,06,01A,016-000,WORKING CLASS PARTY,0,0,0,0,4
Garrett,,,Unable to Determine,DEMOCRATIC,0,0,0,0,
Garrett,,,Unable to Determine,GREEN,0,0,0,0,
Garrett,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Garrett,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Garrett,,,Unable to Determine,REPUBLICAN,0,0,0,2,
Garrett,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Garrett,,,Unable to Determine,WORKING CLASS PARTY,0,0,0,0,
Harford,01,34A,001-001,DEMOCRATIC,352,216,99,18,1952
Harford,01,34A,001-001,GREEN,1,0,0,0,7
Harford,01,34A,001-001,LIBERTARIAN,2,3,2,0,23
Harford,01,34A,001-001,OTHER PARTIES,3,2,2,1,47
Harford,01,34A,001-001,REPUBLICAN,126,59,15,3,514
Harford,01,34A,001-001,UNAFFILIATED,87,25,32,4,719
Harford,01,34A,001-001,WORKING CLASS PARTY,0,0,1,0,6
Harford,01,07B,001-002,DEMOCRATIC,198,116,122,7,952
Harford,01,07B,001-002,GREEN,1,0,0,0,1
Harford,01,07B,001-002,LIBERTARIAN,5,1,0,0,18
Harford,01,07B,001-002,OTHER PARTIES,12,2,1,0,37
Harford,01,07B,001-002,REPUBLICAN,318,102,65,5,888
Harford,01,07B,001-002,UNAFFILIATED,96,37,25,3,528
Harford,01,07B,001-002,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,34A,001-003,DEMOCRATIC,212,84,73,14,964
Harford,01,34A,001-003,GREEN,0,0,0,0,4
Harford,01,34A,001-003,LIBERTARIAN,1,0,2,0,11
Harford,01,34A,001-003,OTHER PARTIES,4,1,0,0,22
Harford,01,34A,001-003,REPUBLICAN,162,47,26,5,478
Harford,01,34A,001-003,UNAFFILIATED,71,12,21,4,451
Harford,01,34A,001-003,WORKING CLASS PARTY,0,0,0,0,3
Harford,01,34A,001-004,DEMOCRATIC,214,88,97,19,749
Harford,01,34A,001-004,GREEN,0,0,0,0,3
Harford,01,34A,001-004,LIBERTARIAN,5,0,1,0,12
Harford,01,34A,001-004,OTHER PARTIES,8,1,0,1,30
Harford,01,34A,001-004,REPUBLICAN,234,67,49,9,585
Harford,01,34A,001-004,UNAFFILIATED,107,10,21,7,400
Harford,01,34A,001-004,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34A,001-005,DEMOCRATIC,317,130,117,14,1237
Harford,01,34A,001-005,GREEN,1,0,1,0,3
Harford,01,34A,001-005,LIBERTARIAN,3,0,0,0,18
Harford,01,34A,001-005,OTHER PARTIES,3,0,0,0,20
Harford,01,34A,001-005,REPUBLICAN,224,77,28,7,608
Harford,01,34A,001-005,UNAFFILIATED,109,25,18,3,522
Harford,01,34A,001-005,WORKING CLASS PARTY,1,2,0,0,9
Harford,01,34A,001-006,DEMOCRATIC,348,188,112,24,2041
Harford,01,34A,001-006,GREEN,1,0,0,0,9
Harford,01,34A,001-006,LIBERTARIAN,1,0,1,0,5
Harford,01,34A,001-006,OTHER PARTIES,2,1,1,0,53
Harford,01,34A,001-006,REPUBLICAN,107,47,31,6,479
Harford,01,34A,001-006,UNAFFILIATED,84,20,22,9,689
Harford,01,34A,001-006,WORKING CLASS PARTY,0,0,0,0,12
Harford,01,07B,001-007,DEMOCRATIC,102,47,69,0,361
Harford,01,07B,001-007,GREEN,1,0,0,0,1
Harford,01,07B,001-007,LIBERTARIAN,3,0,1,0,10
Harford,01,07B,001-007,OTHER PARTIES,4,0,0,0,10
Harford,01,07B,001-007,REPUBLICAN,383,104,52,6,834
Harford,01,07B,001-007,UNAFFILIATED,84,19,21,0,318
Harford,01,07B,001-007,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,07B,001-008,DEMOCRATIC,505,178,248,20,1766
Harford,01,07B,001-008,GREEN,1,0,0,0,4
Harford,01,07B,001-008,LIBERTARIAN,7,2,2,1,27
Harford,01,07B,001-008,OTHER PARTIES,9,1,1,0,35
Harford,01,07B,001-008,REPUBLICAN,706,201,116,16,1899
Harford,01,07B,001-008,UNAFFILIATED,314,68,111,17,1193
Harford,01,07B,001-008,WORKING CLASS PARTY,0,0,1,0,3
Harford,01,34B,001-009,DEMOCRATIC,409,144,231,19,1623
Harford,01,34B,001-009,GREEN,2,0,0,0,8
Harford,01,34B,001-009,LIBERTARIAN,11,2,0,0,37
Harford,01,34B,001-009,OTHER PARTIES,9,3,0,0,39
Harford,01,34B,001-009,REPUBLICAN,625,167,91,19,1631
Harford,01,34B,001-009,UNAFFILIATED,230,64,66,11,1069
Harford,01,34B,001-009,WORKING CLASS PARTY,0,0,1,1,4
Harford,01,34A,001-010,DEMOCRATIC,496,213,209,15,1874
Harford,01,34A,001-010,GREEN,0,0,0,0,3
Harford,01,34A,001-010,LIBERTARIAN,4,1,4,0,25
Harford,01,34A,001-010,OTHER PARTIES,5,1,1,1,30
Harford,01,34A,001-010,REPUBLICAN,444,181,87,7,1177
Harford,01,34A,001-010,UNAFFILIATED,197,50,46,7,837
Harford,01,34A,001-010,WORKING CLASS PARTY,1,0,1,0,6
Harford,01,34B,001-011,DEMOCRATIC,231,78,135,13,776
Harford,01,34B,001-011,GREEN,1,0,0,0,4
Harford,01,34B,001-011,LIBERTARIAN,3,2,2,0,18
Harford,01,34B,001-011,OTHER PARTIES,8,7,0,0,31
Harford,01,34B,001-011,REPUBLICAN,350,127,81,7,920
Harford,01,34B,001-011,UNAFFILIATED,135,41,51,4,514
Harford,01,34B,001-011,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34B,001-012,DEMOCRATIC,452,231,281,12,1575
Harford,01,34B,001-012,GREEN,0,0,0,0,1
Harford,01,34B,001-012,LIBERTARIAN,6,0,4,0,23
Harford,01,34B,001-012,OTHER PARTIES,12,2,1,0,32
Harford,01,34B,001-012,REPUBLICAN,810,300,130,23,1964
Harford,01,34B,001-012,UNAFFILIATED,251,77,92,11,968
Harford,01,34B,001-012,WORKING CLASS PARTY,0,0,0,0,3
Harford,01,34B,001-013,DEMOCRATIC,92,53,65,12,552
Harford,01,34B,001-013,GREEN,1,0,0,0,2
Harford,01,34B,001-013,LIBERTARIAN,3,1,1,1,10
Harford,01,34B,001-013,OTHER PARTIES,5,0,0,0,14
Harford,01,34B,001-013,REPUBLICAN,115,37,23,7,369
Harford,01,34B,001-013,UNAFFILIATED,38,22,25,8,331
Harford,01,34B,001-013,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34B,001-014,DEMOCRATIC,381,164,266,7,1305
Harford,01,34B,001-014,GREEN,1,0,1,0,6
Harford,01,34B,001-014,LIBERTARIAN,4,0,2,0,17
Harford,01,34B,001-014,OTHER PARTIES,10,3,2,0,25
Harford,01,34B,001-014,REPUBLICAN,820,336,198,20,2006
Harford,01,34B,001-014,UNAFFILIATED,236,89,100,7,914
Harford,01,34B,001-014,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34A,001-016,DEMOCRATIC,385,117,162,8,1380
Harford,01,34A,001-016,GREEN,0,0,0,0,2
Harford,01,34A,001-016,LIBERTARIAN,10,3,0,0,32
Harford,01,34A,001-016,OTHER PARTIES,9,1,0,0,25
Harford,01,34A,001-016,REPUBLICAN,356,78,41,5,880
Harford,01,34A,001-016,UNAFFILIATED,188,29,35,5,731
Harford,01,34A,001-016,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,35A,001-017,DEMOCRATIC,42,15,18,4,132
Harford,01,35A,001-017,GREEN,1,0,0,0,1
Harford,01,35A,001-017,LIBERTARIAN,1,0,0,0,5
Harford,01,35A,001-017,OTHER PARTIES,1,1,0,0,7
Harford,01,35A,001-017,REPUBLICAN,100,20,14,6,216
Harford,01,35A,001-017,UNAFFILIATED,19,4,4,1,109
Harford,01,35A,001-017,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34A,001-018,DEMOCRATIC,254,127,114,4,907
Harford,01,34A,001-018,GREEN,2,0,2,0,6
Harford,01,34A,001-018,LIBERTARIAN,0,1,0,0,7
Harford,01,34A,001-018,OTHER PARTIES,0,3,1,0,18
Harford,01,34A,001-018,REPUBLICAN,296,94,50,2,718
Harford,01,34A,001-018,UNAFFILIATED,97,40,25,2,435
Harford,01,34A,001-018,WORKING CLASS PARTY,1,0,0,0,3
Harford,01,34A,001-019,DEMOCRATIC,477,235,155,19,1685
Harford,01,34A,001-019,GREEN,0,1,1,0,7
Harford,01,34A,001-019,LIBERTARIAN,1,0,1,0,15
Harford,01,34A,001-019,OTHER PARTIES,11,2,0,0,30
Harford,01,34A,001-019,REPUBLICAN,187,79,31,5,548
Harford,01,34A,001-019,UNAFFILIATED,133,37,22,7,648
Harford,01,34A,001-019,WORKING CLASS PARTY,2,1,0,0,6
Harford,01,34A,001-020,DEMOCRATIC,520,177,204,46,1925
Harford,01,34A,001-020,GREEN,1,0,0,0,4
Harford,01,34A,001-020,LIBERTARIAN,5,3,1,0,19
Harford,01,34A,001-020,OTHER PARTIES,8,2,0,0,35
Harford,01,34A,001-020,REPUBLICAN,284,113,91,13,911
Harford,01,34A,001-020,UNAFFILIATED,176,57,64,13,867
Harford,01,34A,001-020,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,34B,001-022,DEMOCRATIC,194,116,156,3,864
Harford,01,34B,001-022,GREEN,1,0,0,0,1
Harford,01,34B,001-022,LIBERTARIAN,4,2,2,0,25
Harford,01,34B,001-022,OTHER PARTIES,3,4,3,0,25
Harford,01,34B,001-022,REPUBLICAN,287,124,60,1,870
Harford,01,34B,001-022,UNAFFILIATED,102,36,37,1,494
Harford,01,34B,001-022,WORKING CLASS PARTY,0,0,1,0,3
Harford,01,34A,001-024,DEMOCRATIC,344,124,118,17,1093
Harford,01,34A,001-024,GREEN,3,0,0,0,4
Harford,01,34A,001-024,LIBERTARIAN,2,0,2,0,15
Harford,01,34A,001-024,OTHER PARTIES,2,4,2,0,20
Harford,01,34A,001-024,REPUBLICAN,316,69,51,5,767
Harford,01,34A,001-024,UNAFFILIATED,119,25,38,7,533
Harford,01,34A,001-024,WORKING CLASS PARTY,1,0,0,0,4
Harford,01,34B,001-027,DEMOCRATIC,144,70,75,5,532
Harford,01,34B,001-027,GREEN,3,0,0,0,3
Harford,01,34B,001-027,LIBERTARIAN,2,0,1,0,4
Harford,01,34B,001-027,OTHER PARTIES,1,1,1,0,4
Harford,01,34B,001-027,REPUBLICAN,285,101,59,3,701
Harford,01,34B,001-027,UNAFFILIATED,147,25,43,5,448
Harford,01,34B,001-027,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,07B,001-045,DEMOCRATIC,405,158,246,13,1531
Harford,01,07B,001-045,GREEN,0,1,1,0,7
Harford,01,07B,001-045,LIBERTARIAN,9,1,2,1,30
Harford,01,07B,001-045,OTHER PARTIES,5,4,2,0,38
Harford,01,07B,001-045,REPUBLICAN,540,206,111,7,1521
Harford,01,07B,001-045,UNAFFILIATED,162,70,52,7,834
Harford,01,07B,001-045,WORKING CLASS PARTY,2,0,1,0,6
Harford,01,34A,002-001,DEMOCRATIC,226,120,102,15,930
Harford,01,34A,002-001,GREEN,0,0,1,0,3
Harford,01,34A,002-001,LIBERTARIAN,3,0,0,1,9
Harford,01,34A,002-001,OTHER PARTIES,2,1,0,3,11
Harford,01,34A,002-001,REPUBLICAN,109,39,30,6,342
Harford,01,34A,002-001,UNAFFILIATED,109,15,25,4,397
Harford,01,34A,002-001,WORKING CLASS PARTY,0,0,1,0,5
Harford,01,35A,002-002,DEMOCRATIC,266,90,165,8,788
Harford,01,35A,002-002,GREEN,0,0,0,0,2
Harford,01,35A,002-002,LIBERTARIAN,7,1,1,1,23
Harford,01,35A,002-002,OTHER PARTIES,3,3,1,1,25
Harford,01,35A,002-002,REPUBLICAN,779,191,112,9,1574
Harford,01,35A,002-002,UNAFFILIATED,197,41,56,3,607
Harford,01,35A,002-002,WORKING CLASS PARTY,0,0,1,0,3
Harford,01,34A,002-003,DEMOCRATIC,181,60,91,7,818
Harford,01,34A,002-003,GREEN,0,0,0,0,2
Harford,01,34A,002-003,LIBERTARIAN,3,0,1,0,19
Harford,01,34A,002-003,OTHER PARTIES,5,1,0,1,18
Harford,01,34A,002-003,REPUBLICAN,260,56,56,6,631
Harford,01,34A,002-003,UNAFFILIATED,76,15,22,3,393
Harford,01,34A,002-003,WORKING CLASS PARTY,1,0,1,0,4
Harford,01,34A,002-005,DEMOCRATIC,339,133,192,11,1278
Harford,01,34A,002-005,GREEN,2,0,1,0,6
Harford,01,34A,002-005,LIBERTARIAN,7,0,1,0,23
Harford,01,34A,002-005,OTHER PARTIES,6,1,1,0,34
Harford,01,34A,002-005,REPUBLICAN,464,126,83,8,1102
Harford,01,34A,002-005,UNAFFILIATED,143,40,54,5,664
Harford,01,34A,002-005,WORKING CLASS PARTY,0,0,1,0,4
Harford,01,35A,002-006,DEMOCRATIC,34,19,21,0,115
Harford,01,35A,002-006,GREEN,0,0,0,0,0
Harford,01,35A,002-006,LIBERTARIAN,2,0,1,0,6
Harford,01,35A,002-006,OTHER PARTIES,2,0,0,0,4
Harford,01,35A,002-006,REPUBLICAN,69,21,11,0,167
Harford,01,35A,002-006,UNAFFILIATED,24,5,5,0,76
Harford,01,35A,002-006,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34A,002-007,DEMOCRATIC,58,39,16,2,222
Harford,01,34A,002-007,GREEN,0,0,0,0,0
Harford,01,34A,002-007,LIBERTARIAN,1,0,0,0,2
Harford,01,34A,002-007,OTHER PARTIES,0,1,0,0,2
Harford,01,34A,002-007,REPUBLICAN,20,10,5,0,78
Harford,01,34A,002-007,UNAFFILIATED,21,6,1,0,98
Harford,01,34A,002-007,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34A,002-010,DEMOCRATIC,638,221,258,25,2470
Harford,01,34A,002-010,GREEN,3,0,0,0,11
Harford,01,34A,002-010,LIBERTARIAN,8,0,1,0,41
Harford,01,34A,002-010,OTHER PARTIES,15,0,2,0,79
Harford,01,34A,002-010,REPUBLICAN,463,95,75,4,1299
Harford,01,34A,002-010,UNAFFILIATED,231,38,53,9,1199
Harford,01,34A,002-010,WORKING CLASS PARTY,1,1,1,1,16
Harford,01,34A,002-014,DEMOCRATIC,241,40,38,9,1058
Harford,01,34A,002-014,GREEN,0,0,0,0,3
Harford,01,34A,002-014,LIBERTARIAN,3,5,0,0,20
Harford,01,34A,002-014,OTHER PARTIES,8,0,0,2,38
Harford,01,34A,002-014,REPUBLICAN,130,18,18,2,456
Harford,01,34A,002-014,UNAFFILIATED,88,8,17,4,618
Harford,01,34A,002-014,WORKING CLASS PARTY,1,0,0,0,7
Harford,01,34A,002-019,DEMOCRATIC,62,31,36,6,307
Harford,01,34A,002-019,GREEN,0,0,0,0,0
Harford,01,34A,002-019,LIBERTARIAN,5,0,1,0,12
Harford,01,34A,002-019,OTHER PARTIES,0,0,1,0,7
Harford,01,34A,002-019,REPUBLICAN,65,16,13,2,202
Harford,01,34A,002-019,UNAFFILIATED,48,19,11,3,251
Harford,01,34A,002-019,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34A,002-021,DEMOCRATIC,7,4,1,0,18
Harford,01,34A,002-021,GREEN,0,0,0,0,0
Harford,01,34A,002-021,LIBERTARIAN,0,0,0,0,0
Harford,01,34A,002-021,OTHER PARTIES,0,0,0,0,0
Harford,01,34A,002-021,REPUBLICAN,12,2,0,0,21
Harford,01,34A,002-021,UNAFFILIATED,1,0,1,1,9
Harford,01,34A,002-021,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,35A,002-022,DEMOCRATIC,16,6,5,0,52
Harford,01,35A,002-022,GREEN,0,0,0,0,0
Harford,01,35A,002-022,LIBERTARIAN,2,0,3,0,6
Harford,01,35A,002-022,OTHER PARTIES,0,0,0,0,1
Harford,01,35A,002-022,REPUBLICAN,43,6,3,0,77
Harford,01,35A,002-022,UNAFFILIATED,11,4,1,0,40
Harford,01,35A,002-022,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,35A,003-001,DEMOCRATIC,426,213,342,20,1673
Harford,01,35A,003-001,GREEN,3,0,1,0,7
Harford,01,35A,003-001,LIBERTARIAN,11,0,4,0,31
Harford,01,35A,003-001,OTHER PARTIES,10,6,5,0,53
Harford,01,35A,003-001,REPUBLICAN,868,368,192,19,2336
Harford,01,35A,003-001,UNAFFILIATED,310,95,94,6,1139
Harford,01,35A,003-001,WORKING CLASS PARTY,0,0,0,0,6
Harford,01,35A,003-002,DEMOCRATIC,214,71,140,6,713
Harford,01,35A,003-002,GREEN,2,0,0,0,5
Harford,01,35A,003-002,LIBERTARIAN,3,2,1,0,10
Harford,01,35A,003-002,OTHER PARTIES,5,1,0,0,11
Harford,01,35A,003-002,REPUBLICAN,682,172,114,7,1443
Harford,01,35A,003-002,UNAFFILIATED,172,36,38,6,520
Harford,01,35A,003-002,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,35A,003-003,DEMOCRATIC,250,115,199,8,870
Harford,01,35A,003-003,GREEN,2,0,0,0,2
Harford,01,35A,003-003,LIBERTARIAN,4,0,1,0,19
Harford,01,35A,003-003,OTHER PARTIES,2,1,0,0,8
Harford,01,35A,003-003,REPUBLICAN,903,296,184,6,2041
Harford,01,35A,003-003,UNAFFILIATED,194,44,64,5,646
Harford,01,35A,003-003,WORKING CLASS PARTY,0,0,1,0,1
Harford,01,35A,003-004,DEMOCRATIC,111,28,74,0,375
Harford,01,35A,003-004,GREEN,0,0,0,0,0
Harford,01,35A,003-004,LIBERTARIAN,8,0,0,0,11
Harford,01,35A,003-004,OTHER PARTIES,4,1,0,0,16
Harford,01,35A,003-004,REPUBLICAN,523,88,61,8,1014
Harford,01,35A,003-004,UNAFFILIATED,116,10,21,1,309
Harford,01,35A,003-004,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,35A,003-005,DEMOCRATIC,266,86,125,5,782
Harford,01,35A,003-005,GREEN,1,0,2,0,6
Harford,01,35A,003-005,LIBERTARIAN,12,3,3,0,34
Harford,01,35A,003-005,OTHER PARTIES,8,4,2,0,31
Harford,01,35A,003-005,REPUBLICAN,917,249,140,16,2029
Harford,01,35A,003-005,UNAFFILIATED,225,62,42,6,755
Harford,01,35A,003-005,WORKING CLASS PARTY,0,0,1,0,2
Harford,01,07B,003-006,DEMOCRATIC,508,271,427,41,1858
Harford,01,07B,003-006,GREEN,0,0,0,0,4
Harford,01,07B,003-006,LIBERTARIAN,20,3,0,0,40
Harford,01,07B,003-006,OTHER PARTIES,12,6,3,1,49
Harford,01,07B,003-006,REPUBLICAN,1497,572,274,45,3602
Harford,01,07B,003-006,UNAFFILIATED,408,112,146,22,1380
Harford,01,07B,003-006,WORKING CLASS PARTY,1,0,3,0,7
Harford,01,35A,003-008,DEMOCRATIC,244,126,168,6,849
Harford,01,35A,003-008,GREEN,1,0,0,0,4
Harford,01,35A,003-008,LIBERTARIAN,4,2,0,0,13
Harford,01,35A,003-008,OTHER PARTIES,1,3,2,0,15
Harford,01,35A,003-008,REPUBLICAN,647,233,96,8,1515
Harford,01,35A,003-008,UNAFFILIATED,178,55,42,6,666
Harford,01,35A,003-008,WORKING CLASS PARTY,0,1,0,0,2
Harford,01,35A,003-009,DEMOCRATIC,305,109,200,11,969
Harford,01,35A,003-009,GREEN,0,0,0,0,3
Harford,01,35A,003-009,LIBERTARIAN,8,1,1,0,12
Harford,01,35A,003-009,OTHER PARTIES,5,1,4,0,17
Harford,01,35A,003-009,REPUBLICAN,778,179,134,11,1651
Harford,01,35A,003-009,UNAFFILIATED,201,43,60,5,661
Harford,01,35A,003-009,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34B,003-010,DEMOCRATIC,238,157,249,10,1043
Harford,01,34B,003-010,GREEN,3,0,0,0,5
